"|","|__0","|__1","|__2","|__3","|__4","|__5","|__6","|__7","|__8","|__9","|__10","|__11","|__12","|__13","|__14","|__15","|__16","|__17","|__18","|__19","|__20","|__21","|__22","|__23","|__24","|__25","|__26","|__27","|__28","|__29","|__30","|__31","|__32","|__33","|__34","|__35","|__36","|__37","|__38","|__39","|__40","|__41","|__42","|__43","|__44","|__45","|__46","|__47","|__48","|__49","|__50","|__51","|__52","|__53","|__54","|__55","|__56","|__57","|__58","|__59","|__60","|__61","|__62","|__63","|__64","|__65","|__66","|__67","|__68","|__69","|__70","|__71","|__72","|__73","|__74","|__75","|__76","|__77","|__78","|__79","|__80","|__81","|__82","|__83","|__84","|__85","|__86","|__87","|__88","|__89","|__90","|__91"
"Date","1996-02-29","1996-05-31","1996-08-31","1996-11-30","1997-02-28","1997-05-31","1997-08-31","1997-11-30","1998-02-28","1998-05-31","1998-08-31","1998-11-30","1999-02-28","1999-05-31","1999-08-31","1999-11-30","2000-02-29","2000-05-31","2000-08-31","2000-11-30","2001-02-28","2001-05-31","2001-08-31","2001-11-30","2002-02-28","2002-05-31","2002-08-31","2002-11-30","2003-02-28","2003-05-31","2003-08-31","2003-11-30","2004-02-29","2004-05-31","2004-08-31","2004-11-30","2005-02-28","2005-05-31","2005-08-31","2005-11-30","2006-02-28","2006-05-31","2006-08-31","2006-11-30","2007-02-28","2007-05-31","2007-08-31","2007-11-30","2008-02-29","2008-05-31","2008-08-31","2008-11-30","2009-02-28","2009-05-31","2009-08-31","2009-11-30","2010-02-28","2010-05-31","2010-08-31","2010-11-30","2011-02-28","2011-05-31","2011-08-31","2011-11-30","2012-02-29","2012-05-31","2012-08-31","2012-11-30","2013-02-28","2013-05-31","2013-08-31","2013-11-30","2014-02-28","2014-05-31","2014-08-31","2014-11-30","2015-02-28","2015-05-31","2015-08-31","2015-11-30","2016-02-29","2016-05-31","2016-08-31","2016-11-30","2017-02-28","2017-05-31","2017-08-31","2017-11-30","2018-02-28","2018-05-31","2018-08-31","2018-11-30"
"Season","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH"
"UP_Trend","null","null","6.0576692156","5.9936669844","5.9723805689","5.9454654183","5.7997036436","5.6870143214","5.5800265876","5.4097693859","5.3120342254","5.2214297045","5.1055675364","5.0427092051","4.9953227126","4.9324646589","4.8685083531","4.8659992433","5.0299994807","5.2026027432","5.2958849662","5.3715448241","5.3151211778","5.234750048","5.4155589029","5.6999056358","5.8579418683","5.9960832039","5.9836016359","5.7992219013","5.6267788711","5.5062577212","5.4749348363","5.5591686362","5.7475898556","5.9719036751","6.144081451","6.2684926122","6.3479027224","6.3868337836","6.4367926051","6.5994152609","6.8406215521","6.9957987712","7.0862307266","7.0759860705","7.0462060205","7.1361215481","7.0689378265","6.8399739209","6.6261726617","6.4232057631","6.5310927644","6.8415111524","6.998388329","7.0830158947","7.0924238058","6.991330296","6.9000145134","6.7674723508","6.5175217941","6.337515368","6.25035665","6.2441539953","6.339308809","6.4180376986","6.5000364546","6.4953437825","6.3613363827","6.2175917041","6.0364263437","5.8991432871","5.9835730189","6.378449012","6.7512054305","6.8270351194","6.879364643","6.8713255205","7.0911314046","7.5595810677","7.7105503366","7.6037095948","7.3416893784","7.1220160527","7.126895302","7.202027589","7.2549652901","7.4165991281","7.5305320139","7.405079241","null","null"
"UP_SMA","null","null","null","6.0785084073","6.036830024","5.9505039447","5.994257193","5.8966736435","5.7027336437","5.671294999","5.4887581762","5.3307805955","5.2932878552","5.1495715538","5.061563519","5.0238548913","4.966790534","4.8981387838","4.8388779225","4.893120564","5.1668783975","5.238327089","5.3534428435","5.3896468047","5.2405955508","5.2289045453","5.6022132605","5.797598011","5.9182857255","6.0738806823","5.8933225895","5.705121213","5.5484365292","5.4640789133","5.4857907593","5.6325465133","5.862633198","6.0811741523","6.2069887497","6.3299964748","6.36580897","6.4078585973","6.465726613","6.7331039088","6.9481391955","7.043458347","7.1290031062","7.0229690348","7.0694430063","7.20280009","6.935075563","6.7448722788","6.5074730448","6.3389384815","6.7232470473","6.9597752575","7.0370014005","7.129030389","7.0558172225","6.9268433695","6.8731856573","6.6617590442","6.373284544","6.301746192","6.198967108","6.2893408825","6.3892767355","6.4467986618","6.5532742475","6.4374133175","6.285259448","6.1499239603","5.9229287273","5.875357847","6.0917881908","6.6651098333","6.8373010278","6.816769211","6.941960075","6.800690966","7.3815718433","7.7375902923","7.683510381","7.5239088085","7.1594699483","7.0845621573","7.1692284468","7.2348267313","7.275103849","7.5580944073","7.5029696205","7.3071888615"
"UP_EWMA","6.275670588","6.7948873448","6.0507958469","5.8424742925","5.9490673975","6.4608037037","5.9203508594","5.6080736209","5.4981229949","6.1399352305","5.4357708591","5.0645614915","5.1120273329","5.6783317509","5.0179959158","4.7535627211","4.834125099","5.4017476102","4.7572280533","4.68389023","5.230334138","5.75379094","5.1526392584","4.979063291","5.1689559682","5.6982584293","5.7166136964","5.6300635546","5.7526564696","6.297430661","5.787224087","5.3713075866","5.3467073947","5.9188890304","5.5948380623","5.4906851782","5.7864726453","6.5324137076","6.1642562245","6.0291484355","6.1668505921","6.8279198793","6.4341487528","6.6188876257","6.864750565","7.3991705054","6.9137707432","6.7370063055","7.0099801273","7.6996795768","6.6657169429","6.2838487705","6.3582468319","7.0389842983","6.884193481","6.7933798298","6.7875272963","7.4437989586","7.0099412107","6.6624703028","6.6231292405","7.0068775443","6.2862291618","6.1137817103","6.1294695506","6.8552797695","6.3551678617","6.2471800122","6.3798694689","6.8201422326","6.0906391483","5.8719260038","5.7915246911","6.3910219574","6.1794555333","6.8425304628","6.6493932777","6.8728922026","6.6688830628","6.9101564061","7.6193782472","8.0245127027","7.2733275048","7.0174605553","7.1006585604","7.593428425","7.1501430014","7.0485071085","7.1837298807","8.0960561104","7.3635199538","6.8632840655"
"UP_DES","5.6112297426","6.1115166431","5.5476185921","5.3469472713","5.4584503076","6.0527808355","5.7220048702","5.4507287684","5.3140396345","5.9414832179","5.3916200917","4.9763193305","4.9191240076","5.4498920932","4.9176859929","4.6057299506","4.6084607823","5.1718098912","4.6755607139","4.5661386972","5.0922774198","5.7657565221","5.3777775996","5.1906935731","5.3139339893","5.8435324902","5.9732306477","5.9429329958","6.0582247572","6.6181834554","6.2045102351","5.6987187689","5.4883108424","5.9199645523","5.6280992192","5.4695804431","5.7088279642","6.5176631857","6.360243067","6.2662648498","6.3815635701","7.0625959529","6.8053867267","6.963666767","7.2078172763","7.7865021245","7.4090553684","7.1465015638","7.2840871604","7.9361366106","7.0073308804","6.4374410734","6.2845938074","6.8388741856","6.7700371054","6.7134317293","6.7180224182","7.4040479559","7.1393073599","6.7953472102","6.6668636535","6.9803599421","6.3050267292","6.0027725013","5.90280245","6.5843349712","6.242367497","6.1398600841","6.2629199576","6.7480710076","6.1541360167","5.8586008345","5.6790444405","6.2098822231","6.1032328096","6.8183864912","6.8142276626","7.1173833928","6.9936090479","7.2188604223","7.9726256648","8.5649290226","7.9705232267","7.5817211386","7.4616543955","7.8056061031","7.3499964604","7.1208190211","7.1390321093","8.0283550174","7.488065224","null"
"UP_TES","6.1965161983","7.4840313796","5.3820425945","5.5625672489","6.079868216","7.3424035111","5.1387916649","5.5280064279","5.8677965445","6.8490831544","4.8288659017","5.0084138215","5.2921637319","6.4858315998","4.3600310693","4.5978569458","5.0111936686","6.2311621682","4.095413915","4.3469975173","4.9937550232","6.7687833025","4.5073878938","4.7831647921","5.2845543659","6.6170174945","4.4080120552","5.4784118741","6.0228562494","7.2278138286","5.0245878991","5.4269979235","5.621487469","6.7139981511","4.5987784955","5.2569753445","5.8291879469","7.2772689221","5.3171673631","5.8680262365","6.3808545752","7.6251586769","5.5754013203","6.1129075177","7.0371786729","8.3831759876","6.1454462664","6.5692602262","7.0542170301","8.4844647285","6.4623482934","6.1937282537","6.4864514852","7.7261868536","5.7460513445","6.6018162871","7.1629835546","8.219293535","6.176794702","6.6715260375","6.9405093554","8.0007327252","5.6453235859","5.8294990088","6.3758319138","7.5126736149","5.5811441132","5.9967908917","6.5744553704","7.824696418","5.5062528553","5.6556013484","6.1334010636","7.1506720585","5.0735878926","5.8707579431","7.3854273156","8.1216626013","5.5191320411","6.343853412","7.3405335535","9.2584754858","6.79927192","6.8773443843","7.2893138836","8.5054737904","6.2724765509","6.7823650089","7.3726432376","8.6276105373","6.8984592643","6.986001013"
"UP_ARIMA","0.0","6.2756671715","7.1717584193","5.549657527","6.0903999455","7.2790862108","5.0334707929","5.6492229719","5.8794956663","6.7351840592","5.0201791182","4.9633714063","5.2662756196","6.7561881277","4.4235220007","4.5815246678","5.14887269","6.5337305529","4.1358380864","4.3628969029","5.2516815367","7.2220473327","4.253914486","4.7230879236","5.5263945452","6.6571800894","4.2257029004","5.7598589535","6.0515154471","6.9576462479","4.9662775272","5.2062640761","5.5040624861","6.5467185898","4.7465591934","5.1802764164","5.8748743777","7.2278520139","5.428789714","5.5609783922","6.282894084","7.4029406166","5.5867682696","5.7732783327","7.0472723353","8.0786056131","5.9087108307","6.2166122959","6.7881891833","8.2320955867","6.3411280484","5.5185946245","6.3705302487","7.6562766936","5.6645475407","6.6297025606","7.0524016676","7.9441114632","6.1047641831","6.4357473892","6.6486124881","7.8789723144","5.567182371","5.581256603","6.4349908813","7.5381583917","5.7643976794","5.9101933327","6.5486916476","7.9049069885","5.4211607159","5.5169015785","6.1758451458","7.1934969695","5.220246074","6.1269408745","7.6938297695","7.6920821075","5.2832626609","6.7756326637","7.0734532106","9.2357074191","6.4780378541","6.7176141163","6.9119626994","8.1161936278","6.2221490842","6.9445677756","7.1546458102","8.2692209013","7.0709544642","6.7886414026"
"DL_Trend","null","null","7.5782883691","7.4058958896","7.427114135","7.5895331254","7.6912883462","7.8120201762","7.820741972","7.6378155979","7.5117354501","7.4285845068","7.5673053401","8.0068050196","8.4119383271","8.721479745","8.8636947811","8.9411534287","9.1811245314","9.4265722958","9.6082720759","9.8634209177","10.0377279942","10.2102394705","10.8564330571","11.5305864338","11.9660305262","12.2303760037","11.832799121","11.0546479328","10.1915681428","9.505078682","9.2886490704","9.3392481708","10.1673605785","11.5969875842","12.9684541724","14.3757606753","15.258613335","15.6112727688","15.8940644075","16.0433761988","16.158794975","16.124784175","15.9765593475","16.265683515","15.8880343337","15.0986922637","14.9368916175","14.4103736175","14.5618727988","15.167341425","15.3321714562","15.51094385","15.6039867","15.7561128262","15.4988494925","14.8554353662","14.1463429037","13.3560167438","12.9356676087","12.95924449","13.1658466875","13.4682165237","13.7752434663","14.17248161","14.6624426563","15.0711886962","15.3348177288","15.38498233","15.2562176525","15.0018879537","14.8960390225","14.9170871475","14.87606535","14.9169906037","14.8119428038","14.6486424075","14.1383629125","13.7340602138","13.8381685388","13.8548345225","14.36556589","15.2639554012","15.7448541362","15.934021645","16.0656101487","15.7343505388","16.1543195113","17.0183137688","null","null"
"DL_SMA","null","null","null","7.67772246","7.4788542782","7.332937501","7.521290769","7.6577754818","7.7248012108","7.8992391418","7.7422448023","7.5333863935","7.4900845068","7.3670845068","7.7675261735","8.2460838658","8.5777927885","8.8651667015","8.8622228608","9.0200839968","9.342165066","9.5109795255","9.7055646263","10.0212772093","10.0541787793","10.3663001617","11.3465659525","11.714606915","12.2174541375","12.24329787","11.422300372","10.6869954935","9.696140792","9.314016572","9.2632815687","9.4152147728","10.9195063842","12.2744687842","13.6624395605","15.08908179","15.42814488","15.7944006575","15.9937281575","16.09302424","16.22456571","16.02500264","15.928116055","16.603250975","15.1728176925","15.024566835","14.8492164","13.971530835","15.1522147625","15.1824680875","15.481874825","15.540012875","15.667960525","15.8442651275","15.1534338575","14.557436875","13.7352489325","12.976784555","12.8945506625","13.0239383175","13.3077550575","13.62867799","13.9218089425","14.4231542775","14.901731035","15.2406463575","15.4289891","15.34097556","15.171459745","14.8323161625","14.9597618825","14.8744124125","14.8777182875","14.95626292","14.6676226875","14.6296621275","13.6470636975","13.82105673","13.8552803475","13.8543886975","14.8767430825","15.65116772","15.8385405525","16.0295027375","16.10171756","15.3669835175","16.941655505","17.0949720325"
"DL_EWMA","8.1502","8.464966154","7.7217654068","7.4397033117","7.4057128962","7.7848070481","7.6150351721","7.5940407112","7.6055565023","8.1838139014","7.6032483408","7.2527951585","7.3315261519","7.8225956911","8.0272240815","8.2728729105","8.4743070795","8.9680625085","8.7097940267","8.9349926952","9.3869086611","9.7857265927","9.5117286384","9.921293595","10.031331713","10.6717746358","11.6117827295","11.7701915897","11.9452260658","11.8614612195","11.0119986829","10.2338333561","9.4380436033","9.74575299","9.66139774","9.6665659168","11.5045497181","13.1535964988","13.9268570873","14.5084690924","14.9521925674","15.8081914525","15.8385380595","15.8143514077","15.9461883086","16.0852879852","15.8497774431","16.9013109099","14.3096707579","14.8661760827","14.8377496056","14.8897973034","14.991856878","15.3238930748","15.5914305809","15.4350267685","15.5237107971","15.9250927903","14.8468203782","14.0346654749","13.3679933129","13.4181192958","13.2110620535","13.2602307281","13.3574392488","13.9252635493","13.9843581296","14.5263609098","14.8828401699","15.3827686179","15.1602095587","15.0910501032","14.9504283819","14.8806918132","15.0628766279","14.8960911927","14.8387424356","14.9393516574","14.6362481624","14.5793772175","13.0765565625","14.1604289855","14.2236523473","14.3303930884","14.562933101","16.2913343286","15.8019920852","15.5829364271","15.4300028203","15.6360016922","17.9282676833","17.10400823"
"DL_DES","8.0830578178","8.5171486542","7.7065770037","7.4417049531","7.4473165926","7.9010721054","7.7047268833","7.6870166008","7.7043908061","8.3585380983","7.6751775043","7.2936586247","7.4079978268","7.97209685","8.1835244918","8.4394316666","8.6423763914","9.1756152872","8.8459336451","9.0918619099","9.5856670197","10.0036503998","9.6565368381","10.1114139228","10.2107065671","10.9137684245","11.9307372986","12.037428626","12.1868535148","12.0567965755","11.0830997378","10.2400171681","9.4012633134","9.8216398806","9.7514450614","9.7754243885","11.8585644658","13.6305121722","14.3697567515","14.9126172619","15.3206905931","16.212376256","16.1619588523","16.0861636759","16.209200445","16.3451424128","16.0607502999","17.2485477447","14.2723451213","15.0029837971","14.9996231515","15.075710802","15.1978256121","15.5710518952","15.8551845545","15.6553156835","15.7503251691","16.1957915326","14.9549300732","14.0801455124","13.3924590968","13.5186922072","13.3212301896","13.4072835017","13.5314037308","14.1750062902","14.2144242076","14.8077018909","15.1721401015","15.6970014493","15.3987757396","15.3059367413","15.1426099143","15.0685054153","15.2801045528","15.0860516517","15.0265824651","15.1458957803","14.8020812963","14.7523260811","13.0679593896","14.3732707936","14.4351916987","14.547163245","14.7993571291","16.7316063825","16.0818015563","15.8053798595","15.6277654416","15.8651099395","18.4431510027","null"
"DL_TES","7.5508049361","9.2192012647","8.2431352729","7.4361335247","7.0942031914","8.5933615722","7.6383572879","7.5096593162","7.4036601214","8.8821656024","8.1313967705","7.4428438708","6.952983644","8.5700618408","7.7294497595","8.041585642","8.2087030551","9.8612979349","8.9498982596","8.6466405305","8.8269373876","10.8141866135","9.7641333616","9.4429492076","9.8562449237","11.3951668328","10.6784771168","11.8588999118","11.8008523775","13.3731260747","11.7202369841","10.7403065278","9.7720084209","10.378122446","9.4576318356","9.5063332736","9.4578145868","13.2259179112","13.5899549996","14.3476088815","14.7312324305","16.5430365087","15.982105525","15.9432688499","15.7283532262","17.3049543879","15.9648478194","15.7410826854","16.9758378517","15.0718928128","14.5508592516","14.6829721319","14.6928411967","16.287678377","15.2198968768","15.6159962805","15.2760377082","16.8352135586","15.8461817518","14.5494521373","13.5515396702","14.3295005299","13.0767043621","12.9988229536","13.0337947513","14.6372979339","13.8718800355","13.9824527217","14.5277046794","16.3411613442","15.4018453686","15.1245735858","14.9236090547","16.2007079669","14.6540404478","15.0048294597","14.6931672638","16.0919567778","14.756507573","14.4795153367","14.3543713684","13.9594556774","14.0365942409","14.187506433","14.2064154703","15.9277163388","16.5689154453","15.8294519936","15.4098245036","16.6743836335","15.4749295152","18.4274934744"
"DL_ARIMA","0.0","8.1501889966","8.6213126966","7.5705267292","7.3067863812","7.4265492596","7.6038960411","7.5326869042","7.6034826971","7.807063478","8.066456835","7.4691003638","7.1580272935","7.618969644","7.5350560354","7.9919912454","8.442751181","8.9953820652","8.8277441938","8.6577974159","9.0933882613","10.0094255455","9.6024356439","9.5055225903","10.2015651284","10.6205532231","10.478831501","11.9935348111","12.1495654175","12.6715567733","11.7040117057","10.8865997329","10.1295185609","9.6176975249","9.3110182443","9.5280129593","9.6874301625","12.4932399107","13.4485461262","14.3710269509","15.241251135","16.0017552919","15.9440317322","16.0327373392","16.2673460622","16.8280677016","15.9286686906","15.8198263374","17.5032998779","14.5712281837","14.4913937428","14.8991225858","14.8584410435","15.8314944681","15.1719638738","15.8325358294","15.4560200299","16.3786410388","15.8373010783","14.7429483088","13.7459785951","13.8840037878","12.9527341523","13.1012629113","13.1596685062","14.1679463099","13.7406245291","14.0916377637","14.6653174379","15.8949548717","15.2843313684","15.2874184654","15.0963717232","15.7676996579","14.5226837312","15.1551379147","14.8515196936","15.6194864751","14.655656744","14.6121406676","14.5087354721","13.4724139631","13.9152574133","14.3124233905","14.2229251452","15.5147625046","16.4553784992","15.9611017207","15.4543544247","16.3822451415","15.3222467637","18.5233152073"
"MP_Trend","null","null","6.6057687431","6.5682793754","6.6327093035","6.6627881325","6.3911598666","5.986171279","5.892483699","6.0414142694","6.4046142778","6.942529574","7.1548439784","7.0821359274","7.0676144105","7.1050390903","7.2864150117","7.7347500971","8.2425692064","8.678241213","8.8348425216","8.7898273558","8.8460127758","8.8755716577","9.0634619907","9.3059789603","9.336515067","9.3689755498","9.3716277377","9.1965391327","8.9186456682","8.6998514143","8.4435924585","8.3085264354","8.4648671616","8.614230294","8.7790884041","8.9372933699","8.9609391597","8.8700521365","8.5882562076","8.3114218635","8.2324914787","8.250483548","8.451132609","8.7418462131","8.8690282444","8.9883917075","9.0941210582","9.1283501605","9.1825050451","9.177358222","9.0753928352","8.7909050321","8.5007909231","8.3085489305","8.1281325359","8.1527461921","8.2802149752","8.45674938","8.5128381534","8.3735395145","8.1304522007","7.8499020942","7.741855452","7.7275330189","7.8162460181","7.8962517845","7.7018734705","7.3734687083","7.0435473663","6.7033152787","6.8099989824","7.3052802099","7.7214852346","8.003688848","8.1401968184","8.2190353673","8.4597362279","8.8001958112","8.7988243219","8.4745667384","8.1137705149","7.8477405568","8.0288729251","8.4731077701","8.779991396","9.2900698465","9.4997877774","9.6192180164","null","null"
